endpoint,operation,input_size,cycles,usec
client,digest,16,10372,3
server,verify,16,15558,5
server,digest,16,7779,4
client,verify,16,15558,6
client,digest,16,10372,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,15558,5
client,digest,16,12965,4
server,verify,16,12965,6
server,digest,16,10372,4
client,verify,16,12965,6
client,digest,16,10372,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,0,0
client,digest,16,7779,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,15558,5
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,7779,4
server,verify,16,12965,5
server,digest,16,10372,3
client,verify,16,12965,5
client,digest,16,7779,3
server,verify,16,0,0
server,digest,16,0,1
client,verify,16,0,0
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,12965,4
client,verify,16,12965,4
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,7779,4
server,verify,16,10372,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,12965,4
server,verify,16,12965,5
server,digest,16,12965,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,0,0
server,digest,16,10372,3
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,3
client,verify,16,10372,5
client,digest,16,7779,4
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,12965,4
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,12965,4
server,digest,16,10372,3
client,verify,16,12965,5
client,digest,16,12965,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,10372,5
server,digest,16,10372,3
client,verify,16,12965,4
client,digest,16,10372,3
server,verify,16,0,0
server,digest,16,5186,2
client,verify,16,18151,6
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,3
client,verify,16,0,0
client,digest,16,7779,4
server,verify,16,15558,5
server,digest,16,10372,3
client,verify,16,10372,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,10372,3
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,12965,4
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,3
client,verify,16,10372,5
client,digest,16,10372,3
server,verify,16,0,0
server,digest,16,5186,2
client,verify,16,12965,5
client,digest,16,7779,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,18151,7
client,digest,16,62232,25
server,verify,16,15558,6
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,15558,6
server,verify,16,12965,6
server,digest,16,10372,4
client,verify,16,12965,6
client,digest,16,10372,4
server,verify,16,12965,6
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,6
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,4
client,digest,16,10372,4
server,verify,16,12965,4
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,12965,5
client,digest,16,7779,3
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,3
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,12965,5
client,digest,16,0,0
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,12965,4
client,digest,16,0,0
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,0,0
client,digest,16,10372,3
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,0,0
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,12965,5
client,digest,16,0,0
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,0,0
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,12965,4
client,digest,16,0,0
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,0,0
client,digest,16,7779,4
server,verify,16,0,0
server,digest,16,10372,4
client,verify,16,15558,6
client,digest,16,0,0
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,0,0
client,digest,16,0,1
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,12965,5
client,digest,16,0,0
server,verify,16,12965,5
server,digest,16,0,0
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,715668,276
client,verify,16,15558,5
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,0,0
server,verify,16,12965,6
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,15558,5
client,digest,16,10372,4
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,15558,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,0,0
server,verify,16,12965,5
server,digest,16,10372,3
client,verify,16,12965,5
client,digest,16,10372,3
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,10372,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,7779,4
client,verify,16,12965,5
client,digest,16,10372,4
server,verify,16,12965,5
server,digest,16,12965,4
client,verify,16,0,0
client,digest,16,90755,34
server,verify,16,20744,7
server,digest,16,12965,6
client,verify,16,20744,8
client,digest,16,15558,6
server,verify,16,20744,7
server,digest,16,18151,6
client,verify,16,0,0
client,digest,16,18151,7
server,verify,16,20744,7
server,digest,16,15558,5
client,verify,16,20744,7
client,digest,16,15558,6
server,verify,16,18151,7
server,digest,16,15558,5
client,verify,16,18151,8
client,digest,16,18151,7
server,verify,16,23337,9
server,digest,16,15558,6
client,verify,16,18151,8
client,digest,16,15558,6
server,verify,16,20744,7
server,digest,16,15558,5
client,verify,16,20744,7
client,digest,16,90755,35
server,verify,16,18151,7
server,digest,16,15558,5
client,verify,16,18151,7
client,digest,16,15558,5
server,verify,16,18151,7
server,digest,16,15558,5
client,verify,16,20744,7
client,digest,16,15558,6
server,verify,16,18151,7
server,digest,16,12965,6
client,verify,16,20744,7
client,digest,16,15558,6
server,verify,16,20744,7
server,digest,16,15558,5
client,verify,16,18151,8
client,digest,16,15558,5
server,verify,16,15558,5
server,digest,16,10372,4
client,verify,16,15558,5
client,digest,16,10372,4
server,verify,16,12965,6
server,digest,16,10372,4
client,verify,16,12965,5
